TaskID,PersonID,MatchScore,Assigned,Title,Description,StoryPoints,RequiredSkills,Priority,Sprint,EstimatedHours,Name,Role,Skills,MaxHoursPerWeek,TimeZone,SleepingPoint,Availability
T0074,P002,0.19,0,Task 74,Implement feature 74,10,"Django, Git",Critical,3,4,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0142,P002,0.39,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0041,P002,0.39,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0044,P002,0.39,0,Task 44,Implement feature 44,8,"CI/CD, Kubernetes, Git",Critical,2,20,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0146,P002,0.19,0,Task 146,Implement feature 146,4,Kubernetes,Medium,5,10,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0101,P002,0.39,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0087,P002,0.19,0,Task 87,Implement feature 87,5,"Python, React",Critical,1,6,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0116,P002,0.19,0,Task 116,Implement feature 116,1,"Python, Git",Medium,5,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0100,P002,0.19,0,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0144,P002,0.19,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0042,P002,0.79,1,Task 42,Implement feature 42,11,SQL,Critical,2,13,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0117,P002,0.19,0,Task 117,Implement feature 117,2,Git,Critical,1,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0121,P002,0.19,0,Task 121,Implement feature 121,12,"Node.js, Git, Python",High,1,5,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0001,P002,0.19,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0123,P002,0.19,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0005,P002,0.19,0,Task 5,Implement feature 5,11,Node.js,Critical,3,17,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0014,P002,0.19,0,Task 14,Implement feature 14,10,"Kubernetes, React, Agile",Critical,5,20,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0052,P002,0.19,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0025,P002,0.19,0,Task 25,Implement feature 25,11,"React, Node.js",Critical,3,5,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0084,P002,0.19,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0053,P002,0.19,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0126,P002,0.19,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0064,P002,0.19,0,Task 64,Implement feature 64,4,"Agile, React, Kubernetes",Low,1,4,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0077,P002,0.19,0,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0081,P002,0.19,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0114,P002,0.39,0,Task 114,Implement feature 114,6,"Agile, SQL, Git",Medium,2,16,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0033,P002,0.19,0,Task 33,Implement feature 33,7,Node.js,Low,4,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0062,P002,0.49,0,Task 62,Implement feature 62,4,"SQL, Kubernetes",Critical,3,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0059,P002,0.79,1,Task 59,Implement feature 59,6,SQL,Critical,2,18,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0134,P002,0.19,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0132,P002,0.19,0,Task 132,Implement feature 132,1,"React, Selenium, Git",High,2,6,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0072,P002,0.39,0,Task 72,Implement feature 72,3,"Git, Python, SQL",High,5,19,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0078,P002,0.39,0,Task 78,Implement feature 78,13,"Git, CI/CD, Agile",Low,1,13,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0048,P002,0.59,0,Task 48,Implement feature 48,4,"SQL, Git, CI/CD",Medium,1,7,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0138,P002,0.19,0,Task 138,Implement feature 138,10,"Django, Git, React",High,5,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0125,P002,0.19,0,Task 125,Implement feature 125,11,Git,High,4,12,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0149,P002,0.19,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0013,P002,0.19,0,Task 13,Implement feature 13,5,Django,Medium,1,5,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0034,P002,0.19,0,Task 34,Implement feature 34,6,Git,High,2,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0086,P002,0.79,1,Task 86,Implement feature 86,5,CI/CD,Critical,4,18,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0113,P002,0.39,0,Task 113,Implement feature 113,8,"CI/CD, Git, Python",Critical,3,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0111,P002,0.19,0,Task 111,Implement feature 111,12,"Django, Agile",Medium,1,12,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0066,P002,0.19,0,Task 66,Implement feature 66,8,"Node.js, Django",High,3,9,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0076,P002,0.49,0,Task 76,Implement feature 76,9,"Selenium, CI/CD",Low,5,10,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0147,P002,0.19,0,Task 147,Implement feature 147,4,Agile,Medium,2,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0031,P002,0.19,0,Task 31,Implement feature 31,13,Python,Medium,4,4,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0095,P019,0.21,0,Task 95,Implement feature 95,4,"Node.js, Agile",Medium,3,8,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0102,P019,0.51,0,Task 102,Implement feature 102,6,"Node.js, Python",Critical,4,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0026,P019,0.21,0,Task 26,Implement feature 26,13,Kubernetes,Medium,3,9,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0115,P019,0.21,0,Task 115,Implement feature 115,1,SQL,High,4,16,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0054,P019,0.21,0,Task 54,Implement feature 54,2,"Kubernetes, Agile",Medium,2,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0073,P019,0.21,0,Task 73,Implement feature 73,6,"SQL, Selenium",Medium,1,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0039,P019,0.21,0,Task 39,Implement feature 39,1,"React, SQL",Medium,3,17,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0112,P019,0.21,0,Task 112,Implement feature 112,5,"Kubernetes, Agile",Low,3,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0055,P019,0.51,0,Task 55,Implement feature 55,2,"Python, Django",Critical,4,14,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0032,P019,0.21,0,Task 32,Implement feature 32,13,Kubernetes,Critical,2,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0003,P019,0.21,0,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0150,P019,0.21,0,Task 150,Implement feature 150,1,"Django, Kubernetes",Medium,3,5,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0023,P019,0.21,0,Task 23,Implement feature 23,12,Node.js,Medium,3,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0002,P019,0.21,0,Task 2,Implement feature 2,1,"React, Django, Node.js",High,1,20,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0130,P019,0.41,0,Task 130,Implement feature 130,13,"React, Git, Selenium",Medium,5,15,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0085,P019,0.21,0,Task 85,Implement feature 85,5,Agile,Medium,4,7,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0038,P019,0.21,0,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0094,P019,0.41,0,Task 94,Implement feature 94,11,"Selenium, Git, Node.js",Medium,3,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0027,P019,0.41,0,Task 27,Implement feature 27,9,"Git, Agile, SQL",Low,1,6,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0004,P019,0.61,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0145,P019,0.21,0,Task 145,Implement feature 145,8,"Django, Node.js",Low,2,4,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0022,P019,0.21,0,Task 22,Implement feature 22,5,Agile,Low,2,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0122,P019,0.21,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0008,P019,0.21,0,Task 8,Implement feature 8,3,SQL,High,4,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0040,P019,0.21,0,Task 40,Implement feature 40,10,Kubernetes,High,1,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0029,P019,0.21,0,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0097,P019,0.51,0,Task 97,Implement feature 97,12,"Node.js, Git",High,4,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0060,P019,0.81,1,Task 60,Implement feature 60,9,CI/CD,Low,4,4,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0136,P019,0.21,0,Task 136,Implement feature 136,1,"Kubernetes, Node.js, SQL",High,5,7,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0041,P019,0.21,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0007,P019,0.21,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0098,P019,0.61,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0146,P019,0.21,0,Task 146,Implement feature 146,4,Kubernetes,Medium,5,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0101,P019,0.41,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0036,P019,0.21,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0100,P019,0.81,1,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0080,P019,0.51,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0020,P019,0.41,0,Task 20,Implement feature 20,2,"Selenium, Python, Kubernetes",Medium,3,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0042,P019,0.21,0,Task 42,Implement feature 42,11,SQL,Critical,2,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0010,P019,0.21,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0117,P019,0.81,1,Task 117,Implement feature 117,2,Git,Critical,1,8,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0083,P019,0.41,0,Task 83,Implement feature 83,2,"Git, Selenium, Agile",Medium,3,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0121,P019,0.61,0,Task 121,Implement feature 121,12,"Node.js, Git, Python",High,1,5,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0123,P019,0.21,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0049,P019,0.51,0,Task 49,Implement feature 49,13,"Django, Python",Critical,1,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0050,P019,0.81,1,Task 50,Implement feature 50,3,Git,Critical,5,14,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0005,P019,0.21,0,Task 5,Implement feature 5,11,Node.js,Critical,3,17,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0014,P019,0.21,0,Task 14,Implement feature 14,10,"Kubernetes, React, Agile",Critical,5,20,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0025,P019,0.21,0,Task 25,Implement feature 25,11,"React, Node.js",Critical,3,5,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0084,P019,0.51,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0089,P019,0.21,0,Task 89,Implement feature 89,2,"Selenium, Node.js, Django",Critical,5,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0053,P019,0.41,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0126,P019,0.41,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0064,P019,0.21,0,Task 64,Implement feature 64,4,"Agile, React, Kubernetes",Low,1,4,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0077,P019,0.21,0,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0078,P019,0.61,0,Task 78,Implement feature 78,13,"Git, CI/CD, Agile",Low,1,13,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0125,P019,0.81,1,Task 125,Implement feature 125,11,Git,High,4,12,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0047,P019,0.51,0,Task 47,Implement feature 47,8,"CI/CD, Node.js",Critical,5,10,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0069,P019,0.21,0,Task 69,Implement feature 69,11,Selenium,Low,5,5,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0068,P019,0.51,0,Task 68,Implement feature 68,7,"CI/CD, SQL",Medium,1,11,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0086,P019,0.81,1,Task 86,Implement feature 86,5,CI/CD,Critical,4,18,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0133,P019,0.21,0,Task 133,Implement feature 133,3,"Kubernetes, SQL",Medium,2,15,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0137,P019,0.21,0,Task 137,Implement feature 137,10,"Kubernetes, Selenium",Critical,3,7,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0066,P019,0.21,0,Task 66,Implement feature 66,8,"Node.js, Django",High,3,9,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0024,P019,0.41,0,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0127,P019,0.51,0,Task 127,Implement feature 127,11,"CI/CD, Selenium",Critical,3,18,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0106,P019,0.41,0,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_19,QA,"Python, Git, CI/CD",40,UTC+5.5,0.42,0.61
T0095,P014,0.63,0,Task 95,Implement feature 95,4,"Node.js, Agile",Medium,3,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0115,P014,0.93,1,Task 115,Implement feature 115,1,SQL,High,4,16,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0073,P014,0.93,1,Task 73,Implement feature 73,6,"SQL, Selenium",Medium,1,12,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0046,P014,0.73,1,Task 46,Implement feature 46,3,"Selenium, Django, Agile",Low,1,11,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0110,P014,0.33,0,Task 110,Implement feature 110,4,"Git, CI/CD",Critical,5,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0055,P014,0.33,0,Task 55,Implement feature 55,2,"Python, Django",Critical,4,14,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0003,P014,0.93,1,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0150,P014,0.63,0,Task 150,Implement feature 150,1,"Django, Kubernetes",Medium,3,5,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0065,P014,0.33,0,Task 65,Implement feature 65,1,Django,Medium,2,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0139,P014,0.53,0,Task 139,Implement feature 139,11,"Node.js, Git, Selenium",Critical,1,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0120,P014,0.53,0,Task 120,Implement feature 120,4,"Node.js, Django, Selenium",Low,4,7,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0028,P014,0.73,1,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0038,P014,0.93,1,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0094,P014,0.53,0,Task 94,Implement feature 94,11,"Selenium, Git, Node.js",Medium,3,10,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0027,P014,0.73,1,Task 27,Implement feature 27,9,"Git, Agile, SQL",Low,1,6,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0004,P014,0.33,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0105,P014,0.63,0,Task 105,Implement feature 105,9,"React, Django",High,5,19,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0091,P014,0.53,0,Task 91,Implement feature 91,5,"Node.js, Django, Agile",Low,2,11,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0037,P014,0.63,0,Task 37,Implement feature 37,1,"Python, Selenium",Low,5,17,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0107,P014,0.53,0,Task 107,Implement feature 107,11,"Git, Node.js, React",Medium,2,13,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0008,P014,0.93,1,Task 8,Implement feature 8,3,SQL,High,4,11,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0063,P014,0.93,1,Task 63,Implement feature 63,5,"Selenium, SQL",Low,4,4,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0040,P014,0.93,1,Task 40,Implement feature 40,10,Kubernetes,High,1,13,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0029,P014,0.93,1,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0097,P014,0.33,0,Task 97,Implement feature 97,12,"Node.js, Git",High,4,12,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0136,P014,0.73,1,Task 136,Implement feature 136,1,"Kubernetes, Node.js, SQL",High,5,7,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0074,P014,0.33,0,Task 74,Implement feature 74,10,"Django, Git",Critical,3,4,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0142,P014,0.73,1,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0044,P014,0.53,0,Task 44,Implement feature 44,8,"CI/CD, Kubernetes, Git",Critical,2,20,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0007,P014,0.53,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0098,P014,0.53,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0146,P014,0.93,1,Task 146,Implement feature 146,4,Kubernetes,Medium,5,10,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0116,P014,0.33,0,Task 116,Implement feature 116,1,"Python, Git",Medium,5,14,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0129,P014,0.93,1,Task 129,Implement feature 129,1,"Kubernetes, Selenium, Agile",Critical,3,4,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0058,P014,0.53,0,Task 58,Implement feature 58,4,"Agile, Django, Git",High,4,19,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0144,P014,0.63,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0035,P014,0.33,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0020,P014,0.73,1,Task 20,Implement feature 20,2,"Selenium, Python, Kubernetes",Medium,3,13,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0010,P014,0.33,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0117,P014,0.33,0,Task 117,Implement feature 117,2,Git,Critical,1,8,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0083,P014,0.73,1,Task 83,Implement feature 83,2,"Git, Selenium, Agile",Medium,3,11,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0121,P014,0.33,0,Task 121,Implement feature 121,12,"Node.js, Git, Python",High,1,5,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0052,P014,0.63,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
T0084,P014,0.63,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_14,Frontend Dev,"Agile, Selenium, React, Kubernetes, SQL",40,UTC+5.5,0.75,0.88
